,project_Name,category_name,funding_period_start,funding_period_end,no_days,starter_location,currency,money_pledged,goal,no_backers
8925,Kurgo K9 Rucksack™ - Carrier for Dogs & Cats,Product Design,Feb 8 2019,Mar 20 2019,40,"Burlington, VT",$,16465,15000,188
8926,Join Us for EmancipatED – A Hackathon for Educators of Color,Design,May 30 2020,Jun 27 2020,28,"New York, NY",$,3300,3000,38
8927,Logo Design - Made for You,Design,Feb 26 2020,Mar 27 2020,30,"London, UK",£,102,100,6
8928,MINCING KNIFE,Product Design,Sep 20 2019,Oct 20 2019,30,"Aarhus Central, Denmark",DKK,33720,10000,57
8929,� Hempy - 100% organic hemp blanket,Product Design,Nov 20 2019,Dec 21 2019,31,"Los Angeles, CA",$,4219,900,29
8930,Travel BBQ 316,Product Design,Apr 4 2019,May 4 2019,30,"Plymouth, UK",£,626,500,10
8931,The Universal Grill Scraper - Keep Your Food Safe,Product Design,Jun 10 2019,Jun 25 2019,14,"Portland, ME",$,22879,2500,976
8932,Arky:A 4-in-1 modular backpack with unlimited possibilities,Product Design,Jun 11 2019,Jul 26 2019,45,"Auckland, NZ",NZ$,12310,8000,68
8933,Elfinbook 2.0 - The Ultimate Notebook,Product Design,May 21 2018,Jun 20 2018,30,"Hong Kong, Hong Kong",HK$,10029,3000,22
8934,Baux Pen 2: Updated Design & Offering Personalization,Product Design,Sep 18 2018,Oct 19 2018,31,"Greenville, SC",$,10086,2500,205
8935,Fitfit: World's first dual colored electric standing desk,Product Design,Apr 26 2019,Jun 25 2019,60,"Singapore, Singapore",S$,14929,4000,56
8936,The Paradigm Journal 2.0 - One Planner. One Journal.,Product Design,Sep 18 2019,Nov 2 2019,45,"New York, NY",$,3742,1200,28
8937,"Alto Stand, The modern minimal standing desk",Product Design,Nov 9 2015,Dec 12 2015,33,"San Diego, CA",$,8025,5000,95
8938,SomerSide: The Ultimate Lifestyle Towel With 10 Features,Design,Sep 4 2019,Oct 4 2019,30,"Melbourne, AU",AU$,37455,20000,354
8939,PID-Controlled Espresso Machine,Product Design,Dec 11 2011,Jan 20 2012,40,"Atlanta, GA",$,369569,20000,1546
8940,Air Metal Detector: The Smart Bluetooth Metal Detector!,Product Design,Apr 2 2019,May 2 2019,30,"Kiev, Ukraine",$,76525,60000,299
8941,Dragon Loops Enamel Pins,Graphic Design,Jul 26 2019,Aug 16 2019,21,"Kansas City, MO",$,7250,500,210
8942,Animal Crossing - Hard Enamel Pins - V.2.0,Graphic Design,Apr 17 2020,May 17 2020,30,"Newquay, UK",£,551,250,31
8943,USB Skull Planter & Lamp,Design,Jul 20 2017,Aug 20 2017,31,"Richmond, CA",$,1877,500,29
8944,Weighted Blankets for Special Needs by Harkla,Product Design,Jun 27 2017,Jul 27 2017,30,"Seattle, WA",$,16602,10000,114
8945,"The Grate Litter Box, Say Goodbye to Litter Scatter!",Product Design,Jun 2 2020,Jul 1 2020,28,"Silverthorne, CO",$,11038,10000,73
8946,Octa: Apple Watch case inspired by Classic Swiss Timepieces,Product Design,Aug 14 2018,Sep 28 2018,45,"Covina, CA",$,17345,10000,117
8947,"Digit Number Pad, Wireless, Retro, Mechanical, All In One",Product Design,Feb 20 2019,Mar 17 2019,25,"Hong Kong, Hong Kong",HK$,875549,50000,2244
8948,Miniature Orchid Desktop Vivarium,Product Design,Apr 19 2012,May 19 2012,30,"Columbus, OH",$,4989,4000,30
8949,"Eco-Essential Pen - Elegant, Understated, Functional",Product Design,Dec 4 2012,Jan 13 2013,40,"Taipei City, Taiwan",$,27553,7000,460
8950,miggo - camera's best amigo,Product Design,Jan 30 2014,Mar 2 2014,31,"Brooklyn, NY",$,80863,20000,1551
8951,L3 The new pen and mechanical pencil from Loclen,Product Design,Oct 25 2014,Nov 24 2014,30,"Torrance, CA",$,4526,3000,56
8952,The Easy Grip Double Dip Pen,Product Design,Jun 21 2018,Jul 21 2018,30,"Burnley, UK",£,771,200,25
8953,"The world's best Sports, Travel and Outdoor Jacket",Product Design,Dec 11 2017,Jan 24 2018,44,"Klagenfurt, Austria",€,264071,30000,745
8954,The new inflatable Zen Float Tank,Product Design,Apr 16 2018,Jun 15 2018,60,"Salt Lake City, UT",$,273675,200000,123
8955,VSSL CAMP SUPPLIES,Product Design,Feb 20 2019,Mar 22 2019,30,"Vancouver, Canada",CA$,163666,25000,963
8956,"""Phonster"" is the greatest holster for your essential needs!",Product Design,Sep 8 2015,Oct 20 2015,42,"Odesa, Ukraine",$,84647,5000,767
8957,NUA Graphic Communication Degree Show 2017,Graphic Design,Apr 11 2017,May 11 2017,30,"Norwich, UK",£,1291,1250,54
8958,beeMaths: A Well Designed Ruler That Can Save Your Day,Product Design,Apr 26 2017,May 31 2017,35,"Graz, Austria",€,3489,2400,168
8959,Martin Luther Handwriting Font,Typography,Oct 28 2017,Dec 27 2017,60,"Frankfurt, Germany",€,21508,20000,491
8960,Beastgrip DOF Adapter MK2 & Pro Series 1.33X Anamorphic lens,Product Design,May 31 2017,Jun 30 2017,30,"Des Plaines, IL",$,155052,80000,468
8961,LunaTik Touch Pen: The Evolution of the Stylus,Product Design,Dec 12 2011,Feb 10 2012,60,"Chicago, IL",$,309183,75000,4201
8962,MinuteBot Base for LEGO Mindstorms enabled robotics,Product Design,Mar 22 2012,May 21 2012,60,"Copenhagen, Denmark",$,13743,11000,169
8963,Halfbike I,Product Design,Mar 14 2014,Apr 14 2014,31,"Tucson, AZ",$,81769,80000,414
8964,Aerospace Grade Spheres: Titanium + Oligodynamic Copper,Product Design,Apr 19 2016,May 19 2016,30,"The Woodlands, TX",$,502998,5000,3057
8965,Cascadia Candle Co: 3D Mountain Candles,Product Design,Jun 28 2016,Jul 22 2016,23,"Portland, OR",$,11787,8000,279
8966,Sling: Magnetic camera strap and lens cap holder by Restrap,Product Design,Jun 9 2016,Jul 11 2016,32,"Leeds, UK",£,28145,10000,572
8967,Firefly - The Ultimate Swiss Army Knife Accessory,Product Design,Sep 26 2017,Nov 7 2017,42,"Fort Jones, CA",$,88132,28000,3052
8968,"Projects Of Earth: ""Eclipse"" - Celebrating 2017 Space Events",Design,Aug 22 2017,Sep 11 2017,20,"Nashville, TN",$,890,300,17
8969,The Anti-Wallet: The Slim Wallet With a Key Holder,Product Design,Dec 11 2017,Dec 26 2017,15,"Everett, WA",$,5867,4500,260
8970,Grab•a•Roll | World's First Portable Paper Towel Saver Tote,Product Design,Nov 17 2016,Dec 17 2016,30,"Huntsville, AL",$,13666,12000,205
8971,Go Camping Hammock 2.0 - Elevate Your Camping Comfort,Product Design,Oct 17 2017,Nov 16 2017,30,"Fort Lauderdale, FL",$,12397,2000,91
8972,Grim Workshop Wearable Lock Pick and Escape System,Product Design,Nov 5 2018,Dec 5 2018,30,"Denton, TX",$,98154,2500,2651
8973,Boslla - The World's First Four-Color Car LED Headlight Bulb,Product Design,Oct 30 2018,Nov 29 2018,30,"Ontario, CA",$,127733,10000,1533
8974,The Bill of Rights Redesigned,Graphic Design,Oct 6 2018,Nov 5 2018,30,"Brooklyn, NY",$,3955,3500,54
8975,GOAT STORY: Bringing style to coffee drinking,Product Design,Dec 4 2014,Jan 3 2015,30,"Ljubljana, Slovenia",$,458071,25000,10617
8976,SPLATWARE | One of a kind tableware,Product Design,Sep 9 2017,Oct 5 2017,26,"Liverpool, UK",£,76223,40000,808
8977,Lift: The Ultimate Multi-Use Bike Hook,Product Design,Jun 14 2016,Jul 14 2016,30,"Toronto, Canada",$,10293,10000,93
8978,FIDGET BALL:Addictive Massage Fidget For Focus & Relaxation,Product Design,Sep 3 2019,Oct 18 2019,45,"Newport Beach, CA",$,20192,5000,586
8979,Excellent Nixie Watch / ver. 1,Product Design,Aug 2 2018,Sep 6 2018,35,"Cherkassy, Ukraine",$,46763,3000,189
8980,Sketchmark: The bookmark stencil for everyone,Product Design,Feb 4 2019,Mar 5 2019,29,"Indianapolis, IN",$,17526,1000,976
8981,Travel Buddy. The Only Toiletry Pack You'd Need,Product Design,May 24 2019,Jun 8 2019,15,"Singapore, Singapore",S$,3946,1800,90
8982,Tile Mat | A Customizable Doormat for the Home,Product Design,Aug 14 2019,Sep 13 2019,30,"Salt Lake City, UT",$,315779,15000,2645
8983,SPA-INSPIRED NATURAL DEODORANT - BLISS,Product Design,Oct 8 2019,Nov 5 2019,28,"New York, NY",HK$,168497,68888,273
8984,XTND - World’s First Electric Board with AI,Product Design,May 23 2017,Jul 8 2017,45,"Los Angeles, CA",$,346540,100000,351
8985,The French Press… refreshed!,Product Design,Mar 6 2016,Apr 4 2016,29,"Buffalo, NY",$,6840,5000,107
8986,"CZUR Smart Notebook: Better Organization, Easy Sharing",Product Design,May 29 2019,Jun 28 2019,30,"Hong Kong, Hong Kong",HK$,93677,7800,358
8987,The Revolutionary rear-view mirror for cycling,Product Design,Feb 28 2018,Mar 30 2018,30,"Paris, France",€,17530,15000,317
8988,Bully Buddy: A safer way for dogs to enjoy bully sticks.,Product Design,Jun 19 2018,Jul 19 2018,30,"Novato, CA",$,51920,25000,1051
8989,Secūr: Re-Imagined Weighted Blankets + Fidget Therapy,Product Design,Jun 29 2019,Jul 31 2019,32,"New York, NY",$,14201,10000,95
8990,Colored Carbon Fiber Guitars | KLŌS Guitars,Product Design,Oct 12 2017,Nov 9 2017,28,"Salt Lake City, UT",$,109830,20000,180
8991,Whispering Imps® Playing Cards,Product Design,Jun 1 2013,Jun 30 2013,29,"Los Angeles, CA",$,34128,19775,961
8992,Modern Organic Furniture Collection Inspired by Nature,Product Design,Sep 1 2015,Sep 21 2015,20,"Brooklyn, NY",$,15753,15000,75
8993,MAGNETIC Bike Lights: Brightening Bike Lanes Worldwide,Product Design,Aug 22 2012,Sep 21 2012,30,"Copenhagen, Denmark",$,75417,50000,1539
8994,AutoPreme: Reinvent Your Floor Mats,Product Design,May 24 2016,Jul 3 2016,40,"Los Angeles, CA",$,82336,50000,305
8995,Genius Pack Supercharged: A Smarter Carry On Luggage,Product Design,Jan 29 2019,Mar 16 2019,45,"New York, NY",$,467290,50000,1797
8996,TITAN - Titanium aviator sunglasses with changeable lenses,Product Design,Apr 4 2017,May 14 2017,40,"Halmstad, Sweden",SEK,458901,180000,525
8997,Carafé: A simple pour over coffee system for coffee lovers,Product Design,Aug 13 2019,Sep 27 2019,45,"Honolulu, HI",$,22803,6000,261
8998,ANLG: World's Most Iconic Handcrafted Ceramic Speaker,Product Design,Jul 5 2019,Aug 6 2019,32,"Copenhagen, Denmark",DKK,72581,65000,102
8999,"Eco-Essential Pen - Elegant, Understated, Functional",Product Design,Dec 4 2012,Jan 13 2013,40,"Taipei City, Taiwan",$,27553,7000,460
9000,Oro - The world's first minimalist wallet for women,Product Design,Nov 19 2018,Dec 9 2018,20,"Vienna, Austria",€,1210,400,43
9001,"Glamping & Outdoor Hospitality Retreat | San Diego, CA",Design,Mar 1 2019,Mar 31 2019,30,"San Diego, CA",$,27183,25000,83
9002,A watch designed to last a lifetime. Nanok by Hamtun Watches,Product Design,Oct 9 2018,Nov 8 2018,30,"Southampton, UK",£,40926,20000,137
9003,The Chestor | by Vescari Watch co.,Product Design,Mar 27 2019,Apr 26 2019,30,"Roermond, Netherlands",€,14458,13250,60
9004,Hemp Eyewear - hemp fibre sunglasses,Product Design,Aug 18 2014,Oct 17 2014,59,"Glasgow, UK",£,37367,25000,281
9005,Japan Manga T-shirt “Momiman”,Civic Design,Jul 10 2014,Aug 19 2014,40,"Tokyo, Japan",$,2128,1000,62
9006,educational space for flourishing community garden,Architecture,Jan 2 2016,Feb 1 2016,30,"Ontario, CA",$,18000,17000,164
9007,Ferro & Co Watch Inspired by Iconic 356 Speedster Tachometer,Product Design,Jan 23 2019,Feb 6 2019,14,"Vancouver, Canada",CA$,18936,18000,17
9008,CatTongue Grips,Product Design,Oct 23 2018,Nov 22 2018,30,"Salt Lake City, UT",$,11771,2000,494
9009,Sleep Right with The Perfect Fit Pillow.,Product Design,Jan 29 2019,Mar 1 2019,30,"Brentwood, CA",$,10974,3000,129
9010,AREA Mag,Design,Jan 30 2020,Feb 29 2020,30,"Chicago, IL",$,1310,1250,70
9011,Magnetic Dice of Curiously Strong Attraction,Interactive Design,Mar 12 2015,Apr 11 2015,30,"Maple Valley, WA",$,3796,1000,94
9012,"HipDonkey, the ultimate hands-free coat carrier",Product Design,Aug 29 2017,Sep 21 2017,23,"Utrecht, Netherlands",€,5780,5000,88
9013,Fantasy Realms Postcards,Graphic Design,Jun 5 2018,Jun 29 2018,24,"Burlington, VT",$,1106,500,43
9014,Co/Studio: A Portable Workstation for Mobile Lifestyle,Product Design,Nov 25 2019,Dec 25 2019,30,"Los Angeles, CA",$,33279,30000,165
9015,Pictar Pro | DSLR Your Smartphone.,Product Design,Oct 2 2018,Nov 21 2018,50,"New York, NY",$,348655,25000,2131
9016,Bip - a Revolutionary foldable seat,Product Design,Nov 13 2018,Dec 28 2018,45,"Carrara, Italy",€,36432,35000,433
9017,Elevate: The bike rack for any living space,Product Design,Mar 3 2020,Apr 8 2020,35,"Winnipeg, Canada",CA$,4421,2000,62
9018,PLATINUM 78: SLIM-LINE WALLET / CARD HOLDER,Product Design,Jan 11 2019,Feb 10 2019,30,"Southampton, UK",£,3251,2500,62
9019,UrbiPod Smart Garden,Product Design,Feb 3 2020,Mar 4 2020,30,"Perth, AU",AU$,100337,25000,457
9020,EarthHeart,Product Design,Feb 11 2020,Mar 12 2020,30,"Ojai, CA",$,11391,11200,66
9021,Onehandplate - eat independently despite limited mobility,Product Design,Nov 19 2019,Dec 19 2019,30,"Berlin, Germany",€,25680,25000,289
9022,Read. Wrap. Recycle.,Product Design,Oct 4 2019,Oct 27 2019,23,"Birmingham, UK",£,2692,2200,149
9023,L3 The new pen and mechanical pencil from Loclen,Product Design,Oct 25 2014,Nov 24 2014,30,"Torrance, CA",$,4526,3000,56
9024,MinimalX and MaxiumX - Not Your Grandfather's Pocket Knife!,Product Design,Dec 5 2019,Dec 30 2019,25,"Sacramento, CA",$,37796,20000,126
9025,UMBRE,Product Design,Mar 18 2019,Apr 17 2019,30,"Gilbert, AZ",$,10165,10000,97
9026,Permaculture Design Deck,Design,Nov 15 2018,Dec 27 2018,42,"Wappingers Falls, NY",$,12269,2777,153
9027,SKOUT: The Hands Free Camera or Binocular Carrying System,Product Design,Jul 10 2018,Aug 9 2018,30,"Vancouver, Canada",CA$,104803,8000,1121
9028,"SIAM PAYAK - One Sheath, Double the Blades | QUICKSTARTER |",Product Design,Sep 19 2018,Oct 10 2018,20,"Bangkok, Thailand",$,10310,1000,160
9029,Lost River Vacations,Architecture,Apr 29 2019,May 29 2019,30,"Washington, DC",$,29068,10000,170
9030,Little Rebels - Join the REBELution!,Product Design,Mar 7 2020,Apr 6 2020,30,"New York, NY",£,10114,7800,217
9031,D'LIGHT : Kinetic Lighting -Transformable Lampshade,Product Design,Jul 21 2017,Aug 20 2017,30,"Bergenfield, NJ",$,56670,50000,107
9032,Alpha: Body Fitted Weighted Blanket,Product Design,Nov 28 2017,Dec 23 2017,25,"San Francisco, CA",$,129624,10500,729
9033,Alchemy of Tea:An Illustrated Diagram of Popular Tea Recipes,Graphic Design,Aug 11 2014,Sep 26 2014,46,"Berkeley, CA",$,16716,3000,380
9034,Reinventing the African mud hut,Architecture,Dec 26 2014,Jan 25 2015,30,"Kumasi, Ghana",£,2009,1500,71
9035,The Roost - Stop hunching over your laptop!,Product Design,Jun 2 2013,Jul 8 2013,35,"Denver, CO",$,189983,9300,2448
9036,Inspiration Dice,Design,Oct 11 2012,Nov 10 2012,30,"Portland, OR",$,7202,3000,123
9037,THE GRAVITY CLOCK: A modern take on the analog clock,Product Design,Nov 16 2012,Dec 28 2012,42,"Los Angeles, CA",$,12767,9000,280
9038,One to One Hundred,Graphic Design,Jan 6 2014,Feb 5 2014,30,"Burlington, VT",$,7866,3000,213
9039,Reflection Cards by Holstee,Product Design,Jul 24 2018,Aug 15 2018,22,"Los Angeles, CA",$,52630,12500,1523
9040,The Complete Paintings of Van Gogh Poster,Graphic Design,May 15 2018,Jun 14 2018,30,"Madison, WI",$,9474,2000,276
9041,Fine Bone Porcelain,Product Design,Jul 12 2018,Aug 11 2018,30,"London, UK",£,10251,10000,74
9042,"ONYX | Functional Backpacks With Less Outside, More Inside",Product Design,Mar 18 2019,May 2 2019,45,"Melbourne, AU",AU$,40000,15000,224
9043,Zen Clock: Minimalist Smart Clock for All Places,Product Design,Jun 11 2019,Jul 11 2019,30,"Hong Kong, Hong Kong",HK$,166627,50000,273
9044,Winebars: Elegant Wine Storage,Product Design,Feb 11 2020,Mar 12 2020,30,"Boston, MA",$,28687,20000,160
9045,"Pointer Instruments™️. Leather Mouse, Designed To Last",Product Design,Oct 23 2019,Nov 22 2019,30,"London, UK",£,35596,30000,268
9046,Facilitator Cards,Product Design,Mar 2 2020,Apr 1 2020,29,"Austin, TX",$,27779,27500,359
9047,Shooting Star Keyring Set,Product Design,May 8 2020,May 31 2020,23,"Birmingham, UK",£,466,350,29
9048,Metropol NOX Playing Cards,Design,Nov 12 2013,Dec 17 2013,35,"Maple, Canada",CA$,12851,10000,451
9049,The Tillow: Beach Towel+Pillow.,Product Design,Dec 5 2013,Jan 14 2014,40,"Los Angeles, CA",$,30729,30000,249
9050,"The only leash customizable to fit you, your dog & your walk",Product Design,Mar 18 2015,Apr 20 2015,32,"Cypress, CA",$,10503,5000,241
9051,Mechanical Swiss watch with new movement (by horage),Product Design,May 27 2015,Jun 26 2015,30,"Biel Bienne, Switzerland",£,121803,100000,131
9052,Build Entheon with Alex Grey & Allyson Grey,Architecture,Apr 19 2016,May 31 2016,41,"Wappingers Falls, NY",$,354917,77000,2914
9053,MoonShade Portable Awning,Product Design,Oct 17 2019,Dec 16 2019,60,"San Francisco, CA",$,32457,25000,108
9054,Introducing Milford Automatic by Bern Watch Company,Product Design,Jan 22 2020,Feb 5 2020,13,"Auckland, NZ",NZ$,48250,2500,107
9055,Laundry Cheat Sheet Decal - Save Time Money & the Earth,Graphic Design,Jan 25 2020,Feb 24 2020,30,"Mishawaka, IN",$,1168,500,63
9056,The World's BEST Adjustable Earplugs and Wireless Earphones!,Product Design,May 6 2019,Jun 14 2019,39,"Dayton, OH",$,31691,20000,499
9057,H-JACKET & H-PANT | the Most Advanced Natural Garments,Product Design,Sep 2 2019,Oct 2 2019,30,"Parma, Italy",€,19265,17000,84
9058,Novo: Wireless Charging Notebook w/ Flash Drive & Bluetooth,Product Design,Apr 16 2019,May 8 2019,22,"Portland, OR",$,6590,5000,74
9059,SOLIDteknics Australia: SOLID 22cm nöni stainless sauteuse,Design,Jun 25 2019,Jul 15 2019,20,"Buderim, AU",AU$,155778,20000,532
9060,Urban Soap - Fragments of Seoul,Product Design,Jun 4 2018,Jul 4 2018,30,"Seoul, South Korea",$,3104,2500,48
9061,LightMode - Electroluminescent Motorcycle Helmets,Design,Aug 8 2014,Sep 1 2014,24,"Vancouver, Canada",CA$,26593,2400,342
9062,The Stupendous Splendiferous ButterUp,Product Design,Aug 4 2014,Sep 2 2014,29,"Sydney, AU",AU$,360286,38000,15251
9063,The FreedMan Chair - A better way to sit.,Product Design,Oct 18 2013,Nov 17 2013,30,"London, UK",£,340141,175000,1067
9064,Booklign | Read Hands-free,Product Design,Apr 24 2018,Jun 8 2018,45,"Los Angeles, CA",$,90329,5000,1816
9065,DESKAPE | Minimalist Desk Organizers - Neat Modern Design,Product Design,Apr 30 2019,Jun 2 2019,33,"San Francisco, CA",$,38018,5000,325
9066,Modern Dinnerware Sets from Portugal - Far & Away,Product Design,Aug 20 2019,Sep 19 2019,30,"Berlin, Germany",€,63998,10000,317
9067,To The Top!!,Graphic Design,Jan 13 2020,Feb 12 2020,30,"Greenville, SC",$,482,150,24
9068,THE MAGNET: Smartphone Camera Mount for Guitar,Product Design,Apr 24 2020,May 21 2020,27,"Brooklyn, NY",$,128985,65000,1769
9069,Lesablier Sport Classic: A Versatile Limited-Run Watch,Product Design,Jun 28 2019,Jul 29 2019,31,"Washington, DC",$,28086,25500,79
9070,Chrolo | Multisensory Kinetic Timer,Product Design,Oct 17 2018,Nov 16 2018,30,"Singapore, Singapore",S$,6780,3600,43
9071,PEN TYPE-A,Product Design,Jul 16 2011,Aug 15 2011,30,"Brooklyn, NY",$,281989,2500,4048
9072,Alchemy of Tea:An Illustrated Diagram of Popular Tea Recipes,Graphic Design,Aug 11 2014,Sep 26 2014,46,"Berkeley, CA",$,16716,3000,380
9073,Little Rebels - Join the REBELution!,Product Design,Mar 7 2020,Apr 6 2020,30,"New York, NY",£,10114,7800,217
9074,Inspiration Dice,Design,Oct 11 2012,Nov 10 2012,30,"Portland, OR",$,7202,3000,123
9075,THE GRAVITY CLOCK: A modern take on the analog clock,Product Design,Nov 16 2012,Dec 28 2012,42,"Los Angeles, CA",$,12767,9000,280
9076,The Roost - Stop hunching over your laptop!,Product Design,Jun 2 2013,Jul 8 2013,35,"Denver, CO",$,189983,9300,2448
9077,One to One Hundred,Graphic Design,Jan 6 2014,Feb 5 2014,30,"Burlington, VT",$,7866,3000,213
9078,MoonShade Portable Awning,Product Design,Oct 17 2019,Dec 16 2019,60,"San Francisco, CA",$,32457,25000,108
9079,"Pointer Instruments™️. Leather Mouse, Designed To Last",Product Design,Oct 23 2019,Nov 22 2019,30,"London, UK",£,35596,30000,268
9080,Metropol NOX Playing Cards,Design,Nov 12 2013,Dec 17 2013,35,"Maple, Canada",CA$,12851,10000,451
9081,"The only leash customizable to fit you, your dog & your walk",Product Design,Mar 18 2015,Apr 20 2015,32,"Cypress, CA",$,10503,5000,241
9082,The Tillow: Beach Towel+Pillow.,Product Design,Dec 5 2013,Jan 14 2014,40,"Los Angeles, CA",$,30729,30000,249
9083,Mechanical Swiss watch with new movement (by horage),Product Design,May 27 2015,Jun 26 2015,30,"Biel Bienne, Switzerland",£,121803,100000,131
9084,HocuSpoon - The Magic Spice Spoon,Product Design,Aug 19 2016,Oct 3 2016,45,"Budaörs, Hungary",$,7526,2000,166
9085,OBLONG - A Contemporary Danish Designer Watch,Product Design,Oct 10 2016,Nov 9 2016,30,"Copenhagen, Denmark",DKK,358617,50000,201
9086,Fantasy Realms Postcards,Graphic Design,Jun 5 2018,Jun 29 2018,24,"Burlington, VT",$,1106,500,43
9087,Flipside : A phone grip that gives you more,Product Design,Oct 29 2019,Dec 3 2019,35,"San Luis Obispo, CA",$,5546,5000,151
